scene_id,safe_directory,filename,valid_pixels,nan_count,zero_count,valid_percentage,real_mean,real_std,real_min,real_max,imag_mean,imag_std,imag_min,imag_max,amplitude_mean,amplitude_std,amplitude_min,amplitude_max,amplitude_median,phase_mean,phase_std,phase_min,phase_max,phase_circular_mean,phase_circular_variance,phase_circular_std
0e309957cef7bdc8v,S1A_IW_SLC__1SDV_20200824T052155_20200824T052225_034044_03F3B6_EA99.SAFE,s1a-iw3-slc-vh-20200824t052157-20200824t052225-034044-03f3b6-003_SARFish.tiff,322426521,0,1760085,100.0,0.013869932,32.960327,-7016.0,5876.0,0.015250284,32.96525,-7240.0,3564.0,36.4781,29.02479,0.0,9324.43,29.681644,0.06561958,1.8142203,-3.1406684,3.1415927,0.3500795,0.9953544298186898,3.277755684190664
7b7e837a7ac5a880v,S1A_IW_SLC__1SDV_20200831T051418_20200831T051446_034146_03F756_2E58.SAFE,s1a-iw1-slc-vh-20200831t051418-20200831t051446-034146-03f756-001_SARFish.tiff,279933832,0,2917346,100.0,0.029924557,21.359135,-5613.0,5044.0,0.014347476,21.353613,-5041.0,4438.0,21.48697,21.224869,0.0,7155.5303,17.0,0.07846626,1.8081207,-3.1399825,3.1415927,-0.025770118,0.9884331040084362,2.986505668681709
7b7e837a7ac5a880v,S1A_IW_SLC__1SDV_20200831T051418_20200831T051446_034146_03F756_2E58.SAFE,s1a-iw2-slc-vh-20200831t051419-20200831t051444-034146-03f756-002_SARFish.tiff,300846294,0,3840230,100.0,-0.004622001,10.484723,-1365.0,1275.0,0.008856104,10.484218,-1414.0,1070.0,12.785982,7.5078397,0.0,1585.2006,12.0,0.10990536,1.8087307,-3.1359746,3.1415927,0.044904303,0.9875423181802034,2.961559667711523
7b7e837a7ac5a880v,S1A_IW_SLC__1SDV_20200831T051418_20200831T051446_034146_03F756_2E58.SAFE,s1a-iw3-slc-vh-20200831t051420-20200831t051445-034146-03f756-003_SARFish.tiff,291150076,0,4068522,100.0,-0.005148132,11.62169,-1906.0,1845.0,0.027898293,11.621518,-1330.0,1432.0,11.559469,11.683448,0.0,1924.6632,9.219544,0.1392021,1.8087597,-3.1385624,3.1415927,0.18517709,0.986662220209837,2.9384195360321166
128443d1e98e2839v,S1A_IW_SLC__1SDV_20200907T050725_20200907T050752_034248_03FAD3_1672.SAFE,s1a-iw1-slc-vh-20200907t050727-20200907t050752-034248-03fad3-001_SARFish.tiff,254943744,0,4536589,100.0,0.029810142,39.553402,-1013.0,611.0,0.019086478,39.555264,-700.0,1101.0,44.731884,33.58796,0.0,1259.1752,36.345562,0.043821197,1.7990206,-3.1382923,3.1415927,0.001500946,0.9806132055819035,2.8082603671285438
128443d1e98e2839v,S1A_IW_SLC__1SDV_20200907T050725_20200907T050752_034248_03FAD3_1672.SAFE,s1a-iw2-slc-vh-20200907t050725-20200907t050750-034248-03fad3-002_SARFish.tiff,303294659,0,5963905,100.0,-0.013428172,18.576933,-5380.0,4667.0,-0.015166225,18.580042,-4634.0,4803.0,18.015167,19.125177,0.0,7056.7495,13.038404,0.099259555,1.8027488,-3.1378262,3.1415927,0.043273844,0.9812637362629175,2.820388056894892
128443d1e98e2839v,S1A_IW_SLC__1SDV_20200907T050725_20200907T050752_034248_03FAD3_1672.SAFE,s1a-iw3-slc-vh-20200907t050726-20200907t050751-034248-03fad3-003_SARFish.tiff,292976094,0,6432143,100.0,0.0047595487,8.030575,-64.0,65.0,0.017629886,8.031495,-63.0,62.0,9.684637,5.9332123,0.0,68.007355,8.944272,0.14069639,1.8003675,-3.1234128,3.1415927,0.06304645,0.9776488672941923,2.7571283172378567
65d6f6baee882077v,S1A_IW_SLC__1SDV_20201121T175319_20201121T175346_035350_04214D_710B.SAFE,s1a-iw1-slc-vh-20201121t175320-20201121t175346-035350-04214d-001_SARFish.tiff,255240686,0,5149013,100.0,-0.0050454536,15.065042,-1438.0,1561.0,-0.015185788,15.062782,-2268.0,1348.0,17.546078,12.082186,0.0,2269.906,16.0,0.081425376,1.8005873,-3.1387994,3.1415927,-0.032162562,0.9797654002904892,2.7929773657997794
65d6f6baee882077v,S1A_IW_SLC__1SDV_20201121T175319_20201121T175346_035350_04214D_710B.SAFE,s1a-iw2-slc-vh-20201121t175319-20201121t175344-035350-04214d-002_SARFish.tiff,303391295,0,4130900,100.0,0.025621397,38.400467,-4332.0,3379.0,-0.0026454187,38.403927,-4562.0,6706.0,43.956577,31.894821,0.0,7450.2983,37.363083,0.04697747,1.8041995,-3.140047,3.1415927,0.076465905,0.9860549289733171,2.9232273823880344
65d6f6baee882077v,S1A_IW_SLC__1SDV_20201121T175319_20201121T175346_035350_04214D_710B.SAFE,s1a-iw3-slc-vh-20201121t175320-20201121t175345-035350-04214d-003_SARFish.tiff,293136289,0,2836013,100.0,0.0029600395,37.523525,-3058.0,3453.0,0.022825312,37.521614,-2726.0,4040.0,45.0791,27.995846,0.0,4069.129,41.012196,0.038543385,1.8076609,-3.1394234,3.1415927,0.044914983,0.9902795506641269,3.044182462865123
0d8ed29b0760dc59v,S1B_IW_SLC__1SDV_20200514T051033_20200514T051100_021573_028F48_FFD5.SAFE,s1b-iw1-slc-vh-20200514t051035-20200514t051100-021573-028f48-001_SARFish.tiff,282527856,0,32451956,100.0,-0.02481568,23.772585,-3732.0,2549.0,-0.0075237397,23.781244,-3073.0,2625.0,22.796947,24.718086,0.0,3981.1167,16.155495,0.067997456,1.7131664,-3.1392725,3.1415927,0.0042937514,0.886833019554615,2.0875300467021165
0d8ed29b0760dc59v,S1B_IW_SLC__1SDV_20200514T051033_20200514T051100_021573_028F48_FFD5.SAFE,s1b-iw2-slc-vh-20200514t051033-20200514t051058-021573-028f48-002_SARFish.tiff,329083515,0,31868833,100.0,0.019956162,12.507156,-4444.0,2209.0,-0.020374324,12.501093,-2016.0,3322.0,12.387046,12.62017,0.0,4455.868,10.198039,0.10105186,1.7284793,-3.1398861,3.1415927,-0.01789156,0.9014171063899994,2.152606571217484
0d8ed29b0760dc59v,S1B_IW_SLC__1SDV_20200514T051033_20200514T051100_021573_028F48_FFD5.SAFE,s1b-iw3-slc-vh-20200514t051034-20200514t051059-021573-028f48-003_SARFish.tiff,316551204,0,29018328,100.0,0.013672521,16.583614,-8616.0,2757.0,0.00060894096,16.552456,-4912.0,4524.0,14.944994,18.045706,0.0,8618.707,9.433981,0.11048241,1.732063,-3.1401894,3.1415927,-0.009739405,0.9050878435373306,2.17016288972304
acf76647ba3f524bv,S1B_IW_SLC__1SDV_20200615T054003_20200615T054030_022040_029D41_DDDC.SAFE,s1b-iw1-slc-vh-20200615t054003-20200615t054029-022040-029d41-001_SARFish.tiff,284427045,0,35059041,100.0,0.032105215,21.226536,-6418.0,3872.0,0.048477907,21.216661,-4537.0,4328.0,21.09989,21.342714,0.0,7529.3223,16.492422,0.06953783,1.7022718,-3.1387916,3.1415927,0.017706819,0.8762717917561531,2.0443424312179697
acf76647ba3f524bv,S1B_IW_SLC__1SDV_20200615T054003_20200615T054030_022040_029D41_DDDC.SAFE,s1b-iw2-slc-vh-20200615t054004-20200615t054030-022040-029d41-002_SARFish.tiff,330647008,0,32469417,100.0,-0.014709847,28.176535,-7925.0,4926.0,0.013802668,28.193233,-9249.0,7326.0,30.32746,25.865664,0.0,9819.409,25.079874,0.04997747,1.7263541,-3.1401742,3.1415927,0.0031807374,0.9020399749279022,2.1555490209948855
acf76647ba3f524bv,S1B_IW_SLC__1SDV_20200615T054003_20200615T054030_022040_029D41_DDDC.SAFE,s1b-iw3-slc-vh-20200615t054003-20200615t054028-022040-029d41-003_SARFish.tiff,317898972,0,32078295,100.0,0.008294535,12.858862,-3993.0,3724.0,0.0047025946,12.849538,-3727.0,3715.0,11.808691,13.820878,0.0,4480.5913,8.246211,0.12218919,1.724966,-3.1396086,3.1415927,-0.0014845073,0.8971625715494156,2.132888136888345
9a5aa7310c195f14v,S1B_IW_SLC__1SDV_20200823T051851_20200823T051918_023046_02BC20_FDFA.SAFE,s1b-iw1-slc-vh-20200823t051853-20200823t051918-023046-02bc20-001_SARFish.tiff,282689472,0,32371082,100.0,0.018887997,24.447706,-5332.0,5815.0,0.0021613222,24.45958,-8482.0,5882.0,24.019945,24.880068,0.0,8482.085,17.888544,0.06355656,1.7118258,-3.1403747,3.1415927,0.0065227025,0.886015996336937,2.0840811688503393
9a5aa7310c195f14v,S1B_IW_SLC__1SDV_20200823T051851_20200823T051918_023046_02BC20_FDFA.SAFE,s1b-iw2-slc-vh-20200823t051851-20200823t051916-023046-02bc20-002_SARFish.tiff,329083515,0,29897941,100.0,-0.010947947,29.276749,-4616.0,4312.0,-0.004471628,29.280876,-6431.0,5642.0,31.28866,27.120457,0.0,6778.0264,25.553865,0.048622746,1.7329835,-3.1394045,3.1415927,-0.009270499,0.9089866206049919,2.1894057444675834
9a5aa7310c195f14v,S1B_IW_SLC__1SDV_20200823T051851_20200823T051918_023046_02BC20_FDFA.SAFE,s1b-iw3-slc-vh-20200823t051852-20200823t051917-023046-02bc20-003_SARFish.tiff,316267371,0,26182545,100.0,0.001939982,29.960432,-5235.0,5937.0,0.00666081,29.947424,-5702.0,4571.0,32.780293,26.831316,0.0,6383.55,28.301943,0.044965487,1.7402991,-3.1400204,3.1415927,0.0018418386,0.91712386906147,2.231774264683647
94dca5e4de2edcf8v,S1B_IW_SLC__1SDV_20201013T054008_20201013T054035_023790_02D350_04D0.SAFE,s1b-iw1-slc-vh-20201013t054009-20201013t054034-023790-02d350-001_SARFish.tiff,284636268,0,35120348,100.0,0.039525144,20.07475,-5304.0,4751.0,0.045859087,20.072212,-4626.0,7558.0,20.447,19.692966,0.0,8834.3,16.27882,0.07048709,1.7019278,-3.1393554,3.1415927,0.017756503,0.8758852109313011,2.042815911086495
94dca5e4de2edcf8v,S1B_IW_SLC__1SDV_20201013T054008_20201013T054035_023790_02D350_04D0.SAFE,s1b-iw2-slc-vh-20201013t054010-20201013t054035-023790-02d350-002_SARFish.tiff,330781988,0,32423713,100.0,-0.0059878984,28.977694,-6916.0,5841.0,0.015495502,28.973337,-7519.0,6589.0,32.277737,25.245028,0.0,9521.169,28.319605,0.04594299,1.7260902,-3.1407537,3.1415927,0.003472324,0.9020422250032425,2.155559676994173
94dca5e4de2edcf8v,S1B_IW_SLC__1SDV_20201013T054008_20201013T054035_023790_02D350_04D0.SAFE,s1b-iw3-slc-vh-20201013t054008-20201013t054033-023790-02d350-003_SARFish.tiff,317898972,0,31751601,100.0,0.0068865684,13.958346,-3346.0,4234.0,0.0021692489,13.956314,-4187.0,3346.0,12.987852,14.863776,0.0,4694.6284,9.0,0.11471979,1.725904,-3.1390285,3.1415927,-0.0044778045,0.8983002230525017,2.1380973640926486
